,link,pub_titles,predicted category
2352,https://www.researchgate.net/profile/Odd-Havik,Quality of life and psychological symptoms after heart transplantation,biology
2353,https://www.researchgate.net/profile/Odd-Havik,[Self-assessed health and psychological symptoms after heart transplantation],biology
2354,https://www.researchgate.net/profile/Odd-Havik,Anxiety and depression among people attending genetic counselling for hereditary cancer,biology
2355,https://www.researchgate.net/profile/Odd-Havik,Depressive Symptoms and All-Cause Mortality After Heart Transplantation,biology
2356,https://www.researchgate.net/profile/Odd-Havik,"Risk Perception, Worry and Satisfaction Related to Genetic Counseling for Hereditary Cancer",biology
2357,https://www.researchgate.net/profile/Odd-Havik,Validation of the SASB Introject Surface in a Norwegian Clinical and Nonclinical Sample,biology
2358,https://www.researchgate.net/profile/Odd-Havik,A Comparison of Actigraphy and Polysomnography in Older Adults Treated for Chronic Primary Insomnia,biology
2359,https://www.researchgate.net/profile/Odd-Havik,Rater Reliability in Evaluation of Essay and Oral Examinations,biology
2360,https://www.researchgate.net/profile/Odd-Havik,Circumplex structure and personality disorder correlates of the Interpersonal Problems Model (IIP-C): Construct validity and clinical implications,biology
2361,https://www.researchgate.net/profile/Odd-Havik,Cognitive Behavioral Therapy vs Zopiclone for Treatment of Chronic Primary Insomnia in Older Adults,biology
2362,https://www.researchgate.net/profile/Odd-Havik,Limitations of Manualized Psychotherapy for Everyday Clinical Practice,biology
2363,https://www.researchgate.net/profile/Odd-Havik,TCO Symptoms as Markers of Violence in a Sample of Severely Violent Psychiatric Inpatients,biology
2364,https://www.researchgate.net/profile/Odd-Havik,Behavioral treatment of insomnia in older adults: An open clinical trial comparing two interventions,biology
2365,https://www.researchgate.net/profile/Odd-Havik,Psychological characteristics of elderly insomniacs,biology
2366,https://www.researchgate.net/profile/Odd-Havik,"Illness understanding, causal attributions and emotional reactions in wives of myocardial infarction patients",biology
2367,https://www.researchgate.net/profile/Odd-Havik,"Quality of Early Working Alliance in Psychotherapy: Diagnoses, Relationship and Intrapsychic Variables as Predictors",biology
2368,https://www.researchgate.net/profile/Odd-Havik,Prevalence of Insomnia in the Adult Norwegian Population,biology
2369,https://www.researchgate.net/profile/Odd-Havik,Psychological functioning and bodily conditions in patients with pain disorder associated with psychological factors,biology
2370,https://www.researchgate.net/profile/Odd-Havik,Social support and emotional adjustment during and after a severe life event: A study of wives of myocardial infarction patients,biology
2371,https://www.researchgate.net/profile/Odd-Havik,Clinical assessment and treatment of insomnia,biology
2372,https://www.researchgate.net/profile/Odd-Havik,Quality of working alliance in psychotherapy: Therapist variables and patient/therapist similarity as predictors,biology
2373,https://www.researchgate.net/profile/Odd-Havik,More Than One Way to Change: A Study of Course Heterogeneity During and After Short-term Psychiatric In-patient Treatment,biology
2374,https://www.researchgate.net/profile/Odd-Havik,Correlates of Family Competence in Families with Paternal Alcohol Abuse,biology
2375,https://www.researchgate.net/profile/Odd-Havik,Life after a Myocardial Infarction—The Wives' Point of View,biology
2376,https://www.researchgate.net/profile/Odd-Havik,The Interrater Reliability of the Scale for the Prediction of Aggression and Dangerousness in Psychotic Patients (PAD),biology
2377,https://www.researchgate.net/profile/Odd-Havik,MMPI PD skalaene,biology
2378,https://www.researchgate.net/profile/Odd-Havik,FRA REDAKTIONEN,physics
2379,https://www.researchgate.net/profile/Odd-Havik,Patterns of emotional reaction after myocardial infarction,biology
2380,https://www.researchgate.net/profile/Odd-Havik,Use of Health Services after a Myocardial Infarction,biology
2381,https://www.researchgate.net/profile/Odd-Havik,After the myocardial infarction. A medical and psychological study with special emphasis on perceived illness,biology
2382,https://www.researchgate.net/profile/Odd-Havik,Use of health services after a myocardial infarction,biology
2383,https://www.researchgate.net/profile/Odd-Havik,En generell modell for psykologiske reaksjoner ved somatisk sykdom,math
2384,https://www.researchgate.net/profile/Odd-Havik,Changes in smoking behavior after a myocardial infarction,biology
2385,https://www.researchgate.net/profile/Odd-Havik,Assessment for three different forms of short-term dynamic psychotherapy. Findings from the Bergen Project,biology
2386,https://www.researchgate.net/profile/Odd-Havik,Factor analysis of the evaluation form for selecting patients for short-term anxiety-provoking psychotherapy. The Bergen project on brief dynamic psychotherapy,biology
2387,https://www.researchgate.net/profile/Odd-Havik,Brief Dynamic Psychotherapy for Patients Presenting Physical Symptoms,biology
2388,https://www.researchgate.net/profile/Odd-Havik,Comprehensive assessment of change in patients treated with short-term dynamic psychotherapy: an overview. A 2-year follow-up study of 34 cases,biology
2389,https://www.researchgate.net/profile/Odd-Havik,Verbal denial and outcome in myocardial infarction patients,biology
2390,https://www.researchgate.net/profile/Odd-Havik,Self-assessment of health before and after a myocardial infarction,biology
2391,https://www.researchgate.net/profile/Odd-Havik,Comprehensive Assessment of Change in Patients Treated with Short-Term Dynamic Psychotherapy: An Overview,biology
2392,https://www.researchgate.net/profile/Odd-Havik,Assessment for Three Different Forms of Short-Term Dynamic Psychotherapy,biology
2393,https://www.researchgate.net/profile/Odd-Havik,The effects of an in-hospital educational programme for myocardial infarction patients,biology
2394,https://www.researchgate.net/profile/Odd-Havik,Knowledge and expectations: Perceived illness in myocardial infarction patients,biology
2395,https://www.researchgate.net/profile/Odd-Havik,Measuring Cardiac Health Knowledge,biology
2396,https://www.researchgate.net/profile/Odd-Havik,Psychological predictors for return to work after a myocardial infarction,biology
2397,https://www.researchgate.net/profile/Odd-Havik,Blir fremtiden slik man tror?,physics
2398,https://www.researchgate.net/profile/Odd-Havik,Dimensions of verbal denial in myocardial infarction: Correlates to 3 denial scales,biology
2399,https://www.researchgate.net/profile/Odd-Havik,Dimensions of verbal denial in myocardial infarction. Correlates to 3 denial scales,biology
2400,https://www.researchgate.net/profile/Odd-Havik,"Return to Work after a Myocardial Infarction: The Influence of Background Factors, Work Characteristics and Illness Severity",physics
2401,https://www.researchgate.net/profile/Odd-Havik,REDAKSJONELL INNLEDNING,physics
2402,https://www.researchgate.net/profile/Odd-Havik,Evaluering Av Pasienter I Dynamisk Korttidspsykoterapi: En Prosjektillustrasjon,math
2403,https://www.researchgate.net/profile/Odd-Havik,[Rehabilitation course for cardiac patients. Psychological effects],biology
2404,https://www.researchgate.net/profile/Odd-Havik,Ektefellereaksjoner ved hjerteinfarkt. / Myocardial infarction: The wive's reaction.,biology
2405,https://www.researchgate.net/profile/Odd-Havik,Two Disciplines of Examiners? The Effect of Professional Background and Level of Experience in Grade‐Setting,biology
2406,https://www.researchgate.net/profile/Odd-Havik,After the Myocardial Infarction : A med. and psychol. study with spec. emphasis on perceived illness,biology
2407,https://www.researchgate.net/profile/Chuncheng-Guo,Unraveling the mechanisms and implications of a stronger mid-Pliocene AMOC in PlioMIP2,biology
2408,https://www.researchgate.net/profile/Chuncheng-Guo,Widespread glacier advances across the Tian Shan during Marine Isotope Stage 3 not supported by climate-glaciation simulations,biology
2409,https://www.researchgate.net/profile/Chuncheng-Guo,Reduced El Niño variability in the mid-Pliocene according to the PlioMIP2 ensemble,physics
2410,https://www.researchgate.net/profile/Chuncheng-Guo,NorCPM1 and its contribution to CMIP6 DCPP,physics
2411,https://www.researchgate.net/profile/Chuncheng-Guo,Mid-Pliocene West African Monsoon rainfall as simulated in the PlioMIP2 ensemble,biology
2412,https://www.researchgate.net/profile/Chuncheng-Guo,Mid-Pliocene Atlantic Meridional Overturning Circulation simulated in PlioMIP2,physics
2413,https://www.researchgate.net/profile/Chuncheng-Guo,A multi-model CMIP6-PMIP4 study of Arctic sea ice at 127 ka: Sea ice data compilation and model differences,biology
2414,https://www.researchgate.net/profile/Chuncheng-Guo,Large-scale features of Last Interglacial climate: Results from evaluating the lig127k simulations for the Coupled Model Intercomparison Project (CMIP6)-Paleoclimate Modeling Intercomparison Project (PMIP4),physics
2415,https://www.researchgate.net/profile/Chuncheng-Guo,"Overview of the Norwegian Earth System Model (NorESM2) and key climate response of CMIP6 DECK, historical, and scenario simulations",physics
2416,https://www.researchgate.net/profile/Chuncheng-Guo,Evaluation of Arctic warming in mid-Pliocene climate simulations,biology
2417,https://www.researchgate.net/profile/Chuncheng-Guo,Large-scale features and evaluation of the PMIP4-CMIP6 midHolocene simulations,biology
2418,https://www.researchgate.net/profile/Chuncheng-Guo,Comparison of past and future simulations of ENSO in CMIP5/PMIP3 and CMIP6/PMIP4 models,physics
2419,https://www.researchgate.net/profile/Chuncheng-Guo,Global River Discharge and Floods in the Warmer Climate of the Last Interglacial,biology
2420,https://www.researchgate.net/profile/Chuncheng-Guo,Lessons from a high-CO2 world: an ocean view from ∼ 3 million years ago,biology
2421,https://www.researchgate.net/profile/Chuncheng-Guo,Evaluation of global ocean–sea-ice model simulations based on the experimental protocols of the Ocean Model Intercomparison Project phase 2 (OMIP-2),biology
2422,https://www.researchgate.net/profile/Chuncheng-Guo,Past perspectives on the present era of abrupt Arctic climate change,biology
2423,https://www.researchgate.net/profile/Chuncheng-Guo,Rapid waxing and waning of Beringian ice sheet reconcile glacial climate records from around North Pacific,biology
2424,https://www.researchgate.net/profile/Chuncheng-Guo,PlioMIP2 simulations with NorESM-L and NorESM1-F,physics
2425,https://www.researchgate.net/profile/Chuncheng-Guo,Equilibrium simulations of Marine Isotope Stage 3 climate,biology
2426,https://www.researchgate.net/profile/Chuncheng-Guo,Seasonal and Spatial Variations of the M 2 Internal Tide in the Yellow Sea,biology
2427,https://www.researchgate.net/profile/Chuncheng-Guo,Description and evaluation of NorESM1-F: A fast version of the Norwegian Earth System Model (NorESM),physics
2428,https://www.researchgate.net/profile/Chuncheng-Guo,Eemian Greenland SMB strongly sensitive to model choice,physics
2429,https://www.researchgate.net/profile/Chuncheng-Guo,Instability of Northeast Siberian ice sheet during glacials,physics
2430,https://www.researchgate.net/profile/Chuncheng-Guo,Atlantic deep water circulation during the last interglacial,biology
2431,https://www.researchgate.net/profile/Chuncheng-Guo,Characteristics of the Nordic Seas overflows in a set of Norwegian Earth System Model experiments,physics
2432,https://www.researchgate.net/profile/Chuncheng-Guo,On the modulation of the periodicity of the Faroe Bank Channel overflow instabilities,physics
2433,https://www.researchgate.net/profile/Chuncheng-Guo,On the modulation of the periodicity of the Faroe Bank Channel overflow instabilities,physics
2434,https://www.researchgate.net/profile/Chuncheng-Guo,Baroclinic Instability of the Faroe Bank Channel Overflow,physics
2435,https://www.researchgate.net/profile/Chuncheng-Guo,Combined Effect of Rotation and Topography on Shoaling Oceanic Internal Solitary Waves,physics
2436,https://www.researchgate.net/profile/Chuncheng-Guo,Investigation of atmospheric gravity waves and oceanic internal waves using envisat synthetic aperture radar images,physics
2437,https://www.researchgate.net/profile/Chuncheng-Guo,A review of internal solitary wave dynamics in the northern South China Sea,physics
2438,https://www.researchgate.net/profile/Chuncheng-Guo,Numerical investigation of large amplitude second mode internal solitary waves over a slope-shelf topography,physics
2439,https://www.researchgate.net/profile/Chuncheng-Guo,Evidence of short internal waves trailing strong internal solitary waves in the northern South China Sea from synthetic aperture radar observations,physics
2440,https://www.researchgate.net/profile/Chuncheng-Guo,On the mechanism of A-type and B-type internal solitary wave generation in the northern South China Sea,physics
2441,https://www.researchgate.net/profile/Chuncheng-Guo,"Numerical investigation of internal solitary waves from the Luzon Strait: Generation process, mechanism and three-dimensional effects",physics
2442,https://www.researchgate.net/profile/Chuncheng-Guo,Multimodal structure of baroclinic tides in the South China Sea,biology
2443,https://www.researchgate.net/profile/May-Hauken,Community-Based Multidimensional Cancer Rehabilitation in Norway: A Feasibility Study,biology
2444,https://www.researchgate.net/profile/May-Hauken,Symptom burden and health-related quality of life six months after hyperbaric oxygen therapy in cancer survivors with pelvic radiation injuries,biology
2445,https://www.researchgate.net/profile/May-Hauken,"Symptom burden, psychological distress, and health-related quality of life in cancer survivors with pelvic late radiation tissue injuries",biology
2446,https://www.researchgate.net/profile/May-Hauken,A Qualitative Study of Cancer Survivors' Experienced Outcomes of a Multidimensional Rehabilitation Program in Primary Healthcare,biology
2447,https://www.researchgate.net/profile/May-Hauken,«Å leve i krysspresset mellom foreldrerollen og kreftsykdommen»- En kvalitativ studie av unge voksne kreftpasienters erfaringer,math
2448,https://www.researchgate.net/profile/May-Hauken,The Fuelbox “Young Next of Kin”—A Mixed-Methods Study on the Development and Piloting of a Communication Tool for Adolescents Coping With Parental Cancer or Death,biology
2449,https://www.researchgate.net/profile/May-Hauken,Experiences of patients with pelvic radiation injuries after cancer treatment undergoing hyperbaric oxygen therapy: A phenomenological-hermeneutical study,biology
2450,https://www.researchgate.net/profile/May-Hauken,“There Should Have Been a More Holistic Approach”—A Qualitative Study of Young Adult Cancer Survivors’ Experiences of Follow-up After Cancer Treatment,biology
2451,https://www.researchgate.net/profile/May-Hauken,Prosjektutvikling i helsetjenesten. Lang - kort er bedre en kort-lang. ISBN 978-82-450-1908-7. Fagbokforlaget,math
2452,https://www.researchgate.net/profile/May-Hauken,“It's been a life‐changing experience!” A qualitative study of young adult cancer survivors’ experiences of the coexistence of negative and positive outcomes after cancer treatment,biology
2453,https://www.researchgate.net/profile/May-Hauken,Young adult cancer patients’ experiences of private social network support during cancer treatment,biology
2454,https://www.researchgate.net/profile/May-Hauken,Characteristics of the social networks of families living with parental cancer and support provided,biology
2455,https://www.researchgate.net/profile/May-Hauken,“A limited focus on cancer rehabilitation”—A qualitative study of the experiences from Norwegian Cancer Coordinators in Primary Health Care,biology
2456,https://www.researchgate.net/profile/May-Hauken,Improving social network support for partners facing spousal cancer while caring for minors: Four-month outcomes of a single-centre randomised controlled trial,biology
2457,https://www.researchgate.net/profile/May-Hauken,From Challenges to Resources: A Qualitative Study of Cancer Coordinators' Experiences of Barriers and Facilitators to Enacting Their System-Focused Tasks,biology
2458,https://www.researchgate.net/profile/May-Hauken,"""I Got My Diagnosis on a Yellow Post-it Note"": Young Adult Cancer Patients' Experiences of the Process of Being Diagnosed With Cancer",biology
2459,https://www.researchgate.net/profile/May-Hauken,Cancer Rehabilitation of Adolescents and Young Adults,biology
2460,https://www.researchgate.net/profile/May-Hauken,Rehabilitering i en helsefremmende kontekst» [Rehabilitation in a health promoting context].,biology
2461,https://www.researchgate.net/profile/May-Hauken,Alle trenger støtte når mamma eller pappa er syk,biology
2462,https://www.researchgate.net/profile/May-Hauken,‘Coping with changes and uncertainty’ - A qualitative study of young adult cancer patients’ challenges and coping strategies during treatment,biology
2463,https://www.researchgate.net/profile/May-Hauken,The Effects on Children's Anxiety and Quality of Life of a Psychoeducational Program for Families Living With Parental Cancer and Their Network: A Randomized Controlled Trial Study,biology
2464,https://www.researchgate.net/profile/May-Hauken,Early Interventions Following the Death of a Parent: Protocol of a Mixed Methods Systematic Review,biology
2465,https://www.researchgate.net/profile/May-Hauken,Providing Coordinated Cancer Care-A Qualitative Study of Norwegian Cancer Coordinators' Experiences of Their Role,biology
2466,https://www.researchgate.net/profile/May-Hauken,“Back on Track”: A Longitudinal Mixed Methods Study on the Rehabilitation of Young Adult Cancer Survivors,biology
2467,https://www.researchgate.net/profile/May-Hauken,Anxiety and the Quality of Life of Children Living With Parental Cancer,biology
2468,https://www.researchgate.net/profile/May-Hauken,Facing spousal cancer during child-rearing years: The short-term effects of the Cancer-PEPSONE programme—a single-center randomized controlled trial,biology
2469,https://www.researchgate.net/profile/May-Hauken,Systematic Early Intervention for Bereaved: Study Protocol of a Pilot Randomized Controlled Trial With Families Who Suddenly Lose a Partner and a Parent,biology
2470,https://www.researchgate.net/profile/May-Hauken,Facing Spousal Cancer During Child-Rearing Years: Do Social Support and Hardiness Moderate the Impact of Psychological Distress on Quality of Life?,biology
2471,https://www.researchgate.net/profile/May-Hauken,Optimizing Social Network Support to Families Living With Parental Cancer: Research Protocol for the Cancer-PEPSONE Study,biology
2472,https://www.researchgate.net/profile/May-Hauken,Sosial nettverksstøtte når mor eller far har kreft. [Social network support when a parent has cancer.],biology
2473,https://www.researchgate.net/profile/May-Hauken,The cancer treatment was only half the work. A mixed Method study of rehabilitation among young adult cancer survirvors,biology
2474,https://www.researchgate.net/profile/May-Hauken,"7. Hauken, M., Viken, L. (2016): «It made me think a little different” – a qualitative study of young adult cancer survivors experiences of using cognitive therapy in rehabilitation”. Journal of Psychosocial Rehabilitation, 2016, 20(1), 27-44 http://www.psychosocial.com/IJPR_20/It_made_me_think_different_Hauken.html",biology
2475,https://www.researchgate.net/profile/May-Hauken,Parental capacity and quality of life of children living with parental cancer,biology
2476,https://www.researchgate.net/profile/May-Hauken,Working Toward a Good Life as a Cancer Survivor A Longitudinal Study on Positive Health Outcomes of a Rehabilitation Program for Young Adult Cancer Survivors,biology
2477,https://www.researchgate.net/profile/May-Hauken,Participating in life again,biology
2478,https://www.researchgate.net/profile/May-Hauken,Participating in Life Again A Mixed-Method Study on a Goal-Orientated Rehabilitation Program for Young Adult Cancer Survivors,biology
2479,https://www.researchgate.net/profile/May-Hauken,Meeting Reality,physics
2480,https://www.researchgate.net/profile/May-Hauken,Kreftnettverk gir trygghet,physics
2481,https://www.researchgate.net/profile/May-Hauken,Sykepleier som prosjektleder,math
2482,https://www.researchgate.net/profile/May-Hauken,Hva er et godt prosjektarbeid?,biology
2483,https://www.researchgate.net/profile/May-Hauken,Kreftpasienter på skolebenken,physics
2484,https://www.researchgate.net/profile/May-Hauken,"""Playing with colour for cancer patients"" - A project regarding health and art",biology
2485,https://www.researchgate.net/profile/May-Hauken,De har tegnet mitt liv,physics
2486,https://www.researchgate.net/profile/Lawrence-Kirkendall,Impacts of climate change on the forest ecosystem,biology
2487,https://www.researchgate.net/profile/Lawrence-Kirkendall,Assessment of the risks to honey bees and biodiversity in Norway posed by the predatory wasp species Vespa velutina and V. mandarina,biology
2488,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Importation of roughage to Norway –implications for plant and animal health, zoonoses, and biodiversity",biology
2489,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Assessment of the risk to Norwegian biodiversity from import and keeping of American bison, European bison, domesticated water buffalo and domesticated yak. Scientific Opinion of the Panel on Alien Organisms and Trade in Endangered Species of the Norwegian Scientific Committee for Food and Environment",biology
2490,https://www.researchgate.net/profile/Lawrence-Kirkendall,Assessment of possible adverse consequences for biodiversity when planting vascular plants outside their natural range in Norway Scientific Opinion of the Panel on Alien Organisms and Trade in Endangered species (CITES) of the Norwegian Scientific Committee for Food and Environment,biology
2491,https://www.researchgate.net/profile/Lawrence-Kirkendall,Assessment of the risk of negative impact on biodiversity from import and release of eggs or live fish from landlocked Atlantic salmon from Klarälven in Sweden to Trysilelva in Norway. Scientific Opinion of the Panel on Alien Organisms and Trade in Endangered Species of the Norwegian Scientific Committee for Food and Environment,biology
2492,https://www.researchgate.net/profile/Lawrence-Kirkendall,Status and trade assessment of parrots listed in CITES Appendix I Scientific Opinion of the Panel on Alien Organisms and trade in endangered species (CITES),biology
2493,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Bark beetles and pinhole borers recently or newly introduced to France (Coleoptera: Curculionidae, Scolytinae and Platypodinae)",biology
2494,https://www.researchgate.net/profile/Lawrence-Kirkendall,A CITES risk assessment for polar bear (Ursus maritimus) Scientific Opinion of the Panel on alien organisms and trade in endangered species (CITES) of the Norwegian Scientific Committee for Food and Environment,biology
2495,https://www.researchgate.net/profile/Lawrence-Kirkendall,Pest risk assessment of selected Epitrix species Scientific Opinion of the Panel on Plant Health of the Norwegian Scientific Committee for Food and Environment,biology
2496,https://www.researchgate.net/profile/Lawrence-Kirkendall,Assessment of the risk to Norwegian biodiversity from import of wrasses and other cleaner fish for use in aquaculture Opinion of the Panel on Alien Organisms and Trade in Endangered Species of the Norwegian Scientific Committee for Food and Environment,biology
2497,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Rainforest and cloud forest Scolytodes (Curculionidae, Scolytinae, Hexacolini) from the Arthropods of La Selva inventory in Costa Rica: new species, new synonymy, new records",biology
2498,https://www.researchgate.net/profile/Lawrence-Kirkendall,When the cure kills—CBD limits biodiversity research,biology
2499,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Invasive Bark Beetles (Coleoptera, Curculionidae, Scolytinae) in Chile and Argentina, Including Two Species New for South America, and the Correct Identity of the Orthotomicus Species in Chile and Argentina",biology
2500,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Risk Assessment of Insect-resistant and Herbicide Tolerant Genetically Modified Maize 1507 for Cultivation, Import, Processing, Food and Feed Uses under Directive 2001/18/EC and Regulation (EC) No 1829/2003",biology
2501,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Risk Assessment of Insect-resistant and Herbicide Tolerant Genetically Modified Maize Bt11 for Cultivation, Import, Processing, Food and Feed Uses under Directive 2001/18/EC and Regulation (EC) Opinion",biology
2502,https://www.researchgate.net/profile/Lawrence-Kirkendall,Assessment of the risk to Norwegian biodiversity from the import and keeping of terrestrial gastropods in terraria,biology
2503,https://www.researchgate.net/profile/Lawrence-Kirkendall,Cryptic and pseudo-cryptic diversity in the world’s most common bark beetle—Hypothenemus eruditus,biology
2504,https://www.researchgate.net/profile/Lawrence-Kirkendall,New Synonymies in Neotropical Platypodinae (Coleoptera: Curculionidae),biology
2505,https://www.researchgate.net/profile/Lawrence-Kirkendall,Beetles (Coleoptera) of Peru: A Survey of the Families. Curculionidae: Platypodinae,biology
2506,https://www.researchgate.net/profile/Lawrence-Kirkendall,Biological factors contributing to bark and ambrosia beetle species diversification,biology
2507,https://www.researchgate.net/profile/Lawrence-Kirkendall,Assessment of risks to Norwegian biodiversity from the import and keeping of terrestrial arachnids and insects,biology
2508,https://www.researchgate.net/profile/Lawrence-Kirkendall,Globally distributed Xyleborus species reveal recurrent intercontinental dispersal in a landscape of ancient worldwide distributions,biology
2509,https://www.researchgate.net/profile/Lawrence-Kirkendall,The role of mating systems in bark and ambrosia beetle invasions,biology
2510,https://www.researchgate.net/profile/Lawrence-Kirkendall,Implications of spatial genetic patterns for conserving African leopards,biology
2511,https://www.researchgate.net/profile/Lawrence-Kirkendall,Evolution and Diversity of Bark and Ambrosia Beetles,biology
2512,https://www.researchgate.net/profile/Lawrence-Kirkendall,"A New Species of Bark Beetle, Dendroctonus mesoamericanus sp. nov. (Curculionidae: Scolytinae), in Southern Mexico and Central America",biology
2513,https://www.researchgate.net/profile/Lawrence-Kirkendall,New species of Geosmithia and Graphium associated with ambrosia beetles in Costa Rica,biology
2514,https://www.researchgate.net/profile/Lawrence-Kirkendall,Diversity and evolution of bark beetles,biology
2515,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Biochemical evidence that the southern pine beetle, Dendroctonus frontalis Zimmermann, consists of two sibling species in Belize and Chiapas",biology
2516,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Biochemical Evidence that Dendroctonus frontalis Consists of Two Sibling Species in Belize and Chiapas, Mexico",biology
2517,https://www.researchgate.net/profile/Lawrence-Kirkendall,The Costs Of Sex: Facing Real-world Complexities,biology
2518,https://www.researchgate.net/profile/Lawrence-Kirkendall,Improbable but true: The invasive inbreeding ambrosia beetle Xylosandrus morigerus has generalist genotypes,biology
2519,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Bark beetles and pinhole borers (Curculionidae, Scolytinae, Platypodinae) alien to Europe",biology
2520,https://www.researchgate.net/profile/Lawrence-Kirkendall,Evidence for a new lineage of primary ambrosia fungi in Geosmithia Pitt (Ascomycota: Hypocreales),biology
2521,https://www.researchgate.net/profile/Lawrence-Kirkendall,A study of the diversity and geographical variation in numbers of leg‐bearing segments in centipedes (Chilopoda: Geophilomorpha) in north‐western Europe,biology
2522,https://www.researchgate.net/profile/Lawrence-Kirkendall,10.3897/biorisk.v4i0.64,physics
2523,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Weevils and Bark Beetles (Coleoptera, Curculionoidea). Chapter 8.2",biology
2524,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Megaplatypus mutatus (Chapuis) (Coleoptera: Curculionidae: Platypodinae) attacks hybrid Eucalyptus L'Héritier De Brutelle clones in southern Espírito Santo, Brazil",biology
2525,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Megaplatypus mutatus (Chapuis) (Coleoptera: Curculionidae: Platypodinae) Attacks Hybrid Eucalyptus L'Héritier De Brutelle Clones In Southern Espírito Santo, Brazil",biology
2526,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Weevils and Bark Beetles (Coleoptera, Curculionoidea). Chapter 8.2",biology
2527,https://www.researchgate.net/profile/Lawrence-Kirkendall,Parthenogenesis in Insects and Mites,biology
2528,https://www.researchgate.net/profile/Lawrence-Kirkendall,Inbreeding variability and population structure in the invasive haplodiploid palm-seed borer ( Coccotrypes dactyliperda ),biology
2529,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Notes on the breeding biology of some bigynous and monogynous Mexican bark beetles (Scolytidae: Scolytus, Thysanoes, Phloeotribus) and records for associated Scolytidae (Hylocurus, Hypothenemus, Araptus) and Platypodidae (Platypus)",biology
2530,https://www.researchgate.net/profile/Lawrence-Kirkendall,"The native and introduced bark and ambrosia beetles of Michigan (Coleoptera: Curculionidae, Scolytinae)",biology
2531,https://www.researchgate.net/profile/Lawrence-Kirkendall,"First record of the ambrosia beetle, Monarthrum mali (Curculionidae, Scolytinae) in Europe",biology
2532,https://www.researchgate.net/profile/Lawrence-Kirkendall,Genetic diversity and biogeography of the red turpentine beetle (Dendroctonus valens LeConte) in its native and invasive regions,biology
2533,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Description of the Yunnan shoot borer, Tomicus yunnanensis Kirkendall & Faccoli sp. n. (Curculionidae, Scolytinae), an unusually aggressive pine shoot beetle from southern China, with a key to the species of Tomicus",biology
2534,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
2535,https://www.researchgate.net/profile/Lawrence-Kirkendall,Manual de Plagas y Enfermedades del Bosque Nativo en Chile,math
2536,https://www.researchgate.net/profile/Lawrence-Kirkendall,Karyology of pseudogamous Ips bark beetles,biology
2537,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Figure 4 In Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
2538,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Figure 7 In Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
2539,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Figure 6 In Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
2540,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Figure 3 In Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
2541,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Figure 1 In Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
2542,https://www.researchgate.net/profile/Lawrence-Kirkendall,"Figure 5 In Description Of The Yunnan Shoot Borer, Tomicus Yunnanensis Kirkendall & Faccoli Sp. N. (Curculionidae, Scolytinae), An Unusually Aggressive Pine Shoot Beetle From Southern China, With A Key To The Species Of Tomicus",biology
